"SlNo","Device","partKind","partStart","partDur"
"627","acutec_QT250-M301_781d8d","1762",2014-11-07 06:53:38.773,174.236000061035
"628","acutec_QT250-M301_781d8d","1762",2014-11-07 07:34:51.131,175.47200012207
"629","acutec_QT250-M301_781d8d","1762",2014-11-07 07:37:48.832,175.424999952316
"630","acutec_QT250-M301_781d8d","1762",2014-11-07 07:40:46.483,177.710999965668
"631","acutec_QT250-M301_781d8d","1762",2014-11-07 07:43:44.194,177.703000068665
"632","acutec_QT250-M301_781d8d","1762",2014-11-07 07:46:41.897,177.679999828339
"633","acutec_QT250-M301_781d8d","1762",2014-11-07 07:49:39.576,177.660000085831
"634","acutec_QT250-M301_781d8d","1762",2014-11-07 07:52:37.236,177.72200012207
"635","acutec_QT250-M301_781d8d","1762",2014-11-07 07:55:34.959,175.396999835968
"636","acutec_QT250-M301_781d8d","1762",2014-11-07 07:58:32.609,177.623000144958
"637","acutec_QT250-M301_781d8d","1762",2014-11-07 08:01:30.233,177.648999929428
"638","acutec_QT250-M301_781d8d","1762",2014-11-07 08:04:27.881,175.473999977112
"639","acutec_QT250-M301_781d8d","1762",2014-11-07 08:07:25.582,175.427000045776
"640","acutec_QT250-M301_781d8d","1762",2014-11-07 08:10:23.233,177.591000080109
"641","acutec_QT250-M301_781d8d","1762",2014-11-07 08:13:20.825,175.411000013351
"642","acutec_QT250-M301_781d8d","1762",2014-11-07 08:16:18.483,175.358999967575
"643","acutec_QT250-M301_781d8d","1762",2014-11-07 08:21:18.653,176.255999803543
"644","acutec_QT250-M301_781d8d","1762",2014-11-07 08:25:14.361,178.361000061035
"645","acutec_QT250-M301_781d8d","1762",2014-11-07 08:28:12.723,176.31500005722
"646","acutec_QT250-M301_781d8d","1762",2014-11-07 08:31:11.085,176.282999992371
"647","acutec_QT250-M301_781d8d","1762",2014-11-07 08:34:07.368,178.447999954224
"648","acutec_QT250-M301_781d8d","1762",2014-11-07 08:37:05.815,176.253999948502
"649","acutec_QT250-M301_781d8d","1762",2014-11-07 08:40:02.069,178.446000099182
"650","acutec_QT250-M301_781d8d","1762",2014-11-07 08:43:00.516,176.256000041962
"651","acutec_QT250-M301_781d8d","1762",2014-11-07 08:45:58.819,176.286000013351
"652","acutec_QT250-M301_781d8d","1762",2014-11-07 08:48:55.105,178.360000133514
"653","acutec_QT250-M301_781d8d","1762",2014-11-07 08:51:53.466,176.253999948502
"654","acutec_QT250-M301_781d8d","1762",2014-11-07 08:54:49.720,178.361999988556
"655","acutec_QT250-M301_781d8d","1762",2014-11-07 08:57:48.082,176.262000083923
"656","acutec_QT250-M301_781d8d","1762",2014-11-07 09:00:46.391,176.280999898911
"657","acutec_QT250-M301_781d8d","1762",2014-11-07 09:03:42.671,176.291000127792
"658","acutec_QT250-M301_781d8d","1762",2014-11-07 09:06:41.002,176.225999832153
"659","acutec_QT250-M301_781d8d","1762",2014-11-07 09:09:39.276,176.261000156403
"660","acutec_QT250-M301_781d8d","1762",2014-11-07 09:12:35.538,176.345999956131
"661","acutec_QT250-M301_781d8d","1762",2014-11-07 09:15:33.927,176.27999997139
"662","acutec_QT250-M301_781d8d","1762",2014-11-07 09:18:30.207,178.358000040054
"663","acutec_QT250-M301_781d8d","1762",2014-11-07 09:21:28.565,176.259999990463
"664","acutec_QT250-M301_781d8d","1762",2014-11-07 09:24:26.874,176.27999997139
"665","acutec_QT250-M301_781d8d","1762",2014-11-07 09:27:23.154,178.388999938965
"666","acutec_QT250-M301_781d8d","1762",2014-11-07 09:30:21.542,176.256999969482
"667","acutec_QT250-M301_781d8d","1762",2014-11-07 09:33:17.799,178.388999938965
"668","acutec_QT250-M301_781d8d","1762",2014-11-07 09:36:16.188,176.255000114441
"669","acutec_QT250-M301_781d8d","1762",2014-11-07 09:39:14.493,176.283999919891
"670","acutec_QT250-M301_781d8d","1762",2014-11-07 09:42:10.776,176.319000005722
"671","acutec_QT250-M301_781d8d","1762",2014-11-07 09:45:09.138,176.256999969482
"672","acutec_QT250-M301_781d8d","1762",2014-11-07 09:48:07.440,176.31299996376
"673","acutec_QT250-M301_781d8d","1762",2014-11-07 09:51:03.753,176.298000097275
"674","acutec_QT250-M301_781d8d","1762",2014-11-07 09:54:02.085,176.199000120163
"675","acutec_QT250-M301_781d8d","1762",2014-11-07 09:56:58.285,178.388999938965
"676","acutec_QT250-M301_781d8d","1762",2014-11-07 09:59:56.674,176.254999876022
"677","acutec_QT250-M301_781d8d","1762",2014-11-07 10:02:54.977,176.28400015831
"678","acutec_QT250-M301_781d8d","1762",2014-11-07 10:05:51.262,176.319999933243
"679","acutec_QT250-M301_781d8d","1762",2014-11-07 10:08:49.622,176.257000207901
"680","acutec_QT250-M301_781d8d","1762",2014-11-07 10:11:47.926,176.314999818802
"681","acutec_QT250-M301_781d8d","1762",2014-11-07 10:14:44.240,178.330000162125
"682","acutec_QT250-M301_781d8d","1762",2014-11-07 10:17:42.571,176.258999824524
"683","acutec_QT250-M301_781d8d","1762",2014-11-07 10:20:38.829,178.386000156403
"684","acutec_QT250-M301_781d8d","1762",2014-11-07 10:23:37.216,176.255999803543
"685","acutec_QT250-M301_781d8d","1762",2014-11-07 10:26:35.520,174.235000133514
"686","acutec_QT250-M301_781d8d","1762",2014-11-07 10:37:33.434,174.207000017166
"687","acutec_QT250-M301_781d8d","1762",2014-11-07 10:40:50.233,186.492000102997
"688","acutec_QT250-M301_781d8d","1762",2014-11-07 10:44:02.871,176.254999876022
"689","acutec_QT250-M301_781d8d","1762",2014-11-07 10:47:05.299,202.910000085831
"690","acutec_QT250-M301_781d8d","1762",2014-11-07 10:50:36.401,174.235000133514
"691","acutec_QT250-M301_781d8d","1762",2014-11-07 10:54:38.285,223.422999858856
"692","acutec_QT250-M301_781d8d","1762",2014-11-07 10:58:29.927,186.49799990654
"693","acutec_QT250-M301_781d8d","1762",2014-11-07 11:01:42.596,184.451000213623
"694","acutec_QT250-M301_781d8d","1762",2014-11-07 11:04:55.263,204.959000110626
"695","acutec_QT250-M301_781d8d","1762",2014-11-07 11:08:57.145,176.262000083923
"696","acutec_QT250-M301_781d8d","1762",2014-11-07 11:12:57.009,176.256999969482
"697","acutec_QT250-M301_781d8d","1762",2014-11-07 11:15:55.312,176.226000070572
"698","acutec_QT250-M301_781d8d","1762",2014-11-07 11:18:51.539,176.365999937057
"699","acutec_QT250-M301_781d8d","1762",2014-11-07 11:21:49.983,176.288000106812
"700","acutec_QT250-M301_781d8d","1762",2014-11-07 11:24:46.272,178.329999923706
"701","acutec_QT250-M301_781d8d","1762",2014-11-07 11:27:44.601,176.285000085831
"702","acutec_QT250-M301_781d8d","1762",2014-11-07 11:30:42.934,176.256000041962
"703","acutec_QT250-M301_781d8d","1762",2014-11-07 11:33:39.190,178.360000133514
"704","acutec_QT250-M301_781d8d","1762",2014-11-07 11:36:37.551,176.255999803543
"705","acutec_QT250-M301_781d8d","1762",2014-11-07 11:39:35.855,176.282999992371
"706","acutec_QT250-M301_781d8d","1762",2014-11-07 11:42:32.138,176.332999944687
"707","acutec_QT250-M301_781d8d","1762",2014-11-07 11:45:30.500,176.259999990463
"708","acutec_QT250-M301_781d8d","1762",2014-11-07 11:48:28.834,176.253999948502
"709","acutec_QT250-M301_781d8d","1762",2014-11-07 11:51:25.088,178.332999944687
"710","acutec_QT250-M301_781d8d","1762",2014-11-07 12:11:54.894,176.256000041962
"711","acutec_QT250-M301_781d8d","1762",2014-11-07 12:22:44.674,176.286999940872
"712","acutec_QT250-M301_781d8d","1762",2014-11-07 12:25:43.010,176.27999997139
"713","acutec_QT250-M301_781d8d","1762",2014-11-07 12:28:41.338,176.260999917984
"714","acutec_QT250-M301_781d8d","1762",2014-11-07 12:31:37.599,176.317000150681
"715","acutec_QT250-M301_781d8d","1762",2014-11-07 12:34:35.967,174.224999904633
"716","acutec_QT250-M301_781d8d","1762",2014-11-07 12:39:00.401,176.370000123978
"717","acutec_QT250-M301_781d8d","1762",2014-11-07 12:41:58.813,176.256000041962
"718","acutec_QT250-M301_781d8d","1762",2014-11-07 12:44:55.069,178.361000061035
"719","acutec_QT250-M301_781d8d","1762",2014-11-07 12:47:53.430,176.262000083923
"720","acutec_QT250-M301_781d8d","1762",2014-11-07 12:50:51.763,176.299999952316
"721","acutec_QT250-M301_781d8d","1762",2014-11-07 12:53:48.063,176.271000146866
"722","acutec_QT250-M301_781d8d","1762",2014-11-07 12:56:46.381,176.267999887466
"723","acutec_QT250-M301_781d8d","1762",2014-11-07 12:59:42.648,178.321000099182
"724","acutec_QT250-M301_781d8d","1762",2014-11-07 13:02:40.970,176.262000083923
"725","acutec_QT250-M301_781d8d","1762",2014-11-07 13:05:39.273,176.283999919891
"726","acutec_QT250-M301_781d8d","1762",2014-11-07 13:08:35.556,178.361000061035
"727","acutec_QT250-M301_781d8d","1762",2014-11-07 13:11:33.917,176.259999990463
"728","acutec_QT250-M301_781d8d","1762",2014-11-07 13:14:30.177,178.387000083923
"729","acutec_QT250-M301_781d8d","1762",2014-11-07 13:17:28.565,176.281999826431
"730","acutec_QT250-M301_781d8d","1762",2014-11-07 13:20:26.927,176.325000047684
"731","acutec_QT250-M301_781d8d","1762",2014-11-07 13:23:23.252,176.296999931335
"732","acutec_QT250-M301_781d8d","1762",2014-11-07 13:26:21.602,176.281000137329
"733","acutec_QT250-M301_781d8d","1762",2014-11-07 13:29:19.930,176.284999847412
"734","acutec_QT250-M301_781d8d","1762",2014-11-07 13:32:16.214,176.256999969482
"735","acutec_QT250-M301_781d8d","1762",2014-11-07 13:35:14.517,176.265000104904
"736","acutec_QT250-M301_781d8d","1762",2014-11-07 13:38:10.782,178.322999954224
"737","acutec_QT250-M301_781d8d","1762",2014-11-07 13:41:09.105,178.361000061035
"738","acutec_QT250-M301_781d8d","1762",2014-11-07 13:44:07.467,174.178999900818
"739","acutec_QT250-M301_781d8d","1762",2014-11-07 13:53:41.322,176.31299996376
"740","acutec_QT250-M301_781d8d","1762",2014-11-07 13:56:39.683,176.258999824524
"741","acutec_QT250-M301_781d8d","1762",2014-11-07 13:59:35.941,178.387000083923
"742","acutec_QT250-M301_781d8d","1762",2014-11-07 14:02:34.328,176.226999998093
"743","acutec_QT250-M301_781d8d","1762",2014-11-07 14:05:32.604,176.258999824524
"744","acutec_QT250-M301_781d8d","1762",2014-11-07 14:08:28.862,176.368000030518
"745","acutec_QT250-M301_781d8d","1762",2014-11-07 14:11:27.278,176.265999794006
"746","acutec_QT250-M301_781d8d","1762",2014-11-07 14:14:23.543,178.37900018692
"747","acutec_QT250-M301_781d8d","1762",2014-11-07 14:17:21.923,176.336999893188
"748","acutec_QT250-M301_781d8d","1762",2014-11-07 14:20:20.311,176.256999969482
"749","acutec_QT250-M301_781d8d","1762",2014-11-07 14:23:16.568,178.359999895096
"750","acutec_QT250-M301_781d8d","1762",2014-11-07 14:26:14.927,176.259999990463
"751","acutec_QT250-M301_781d8d","1762",2014-11-07 14:29:13.236,176.250999927521
"752","acutec_QT250-M301_781d8d","1762",2014-11-07 14:32:09.487,176.302000045776
"753","acutec_QT250-M301_781d8d","1762",2014-11-07 14:35:07.851,176.253000020981
"754","acutec_QT250-M301_781d8d","1762",2014-11-07 14:38:04.104,178.395999908447
"755","acutec_QT250-M301_781d8d","1762",2014-11-07 14:41:02.500,176.30999994278
"756","acutec_QT250-M301_781d8d","1762",2014-11-07 14:44:00.854,174.235999822617
"757","acutec_QT250-M301_781d8d","1762",2014-11-07 14:54:40.392,176.341000080109
"758","acutec_QT250-M301_781d8d","1762",2014-11-07 14:57:36.733,176.283999919891
"759","acutec_QT250-M301_781d8d","1762",2014-11-07 15:00:35.066,176.255000114441
"760","acutec_QT250-M301_781d8d","1762",2014-11-07 15:03:31.322,176.234999895096
"761","acutec_QT250-M301_781d8d","1762",2014-11-07 15:06:29.601,176.308000087738
"762","acutec_QT250-M301_781d8d","1762",2014-11-07 15:09:25.910,178.360999822617
"763","acutec_QT250-M301_781d8d","1762",2014-11-07 15:12:24.270,176.313000202179
"764","acutec_QT250-M301_781d8d","1762",2014-11-07 15:15:22.631,176.259000062943
"765","acutec_QT250-M301_781d8d","1762",2014-11-07 15:18:18.891,178.361000061035
"766","acutec_QT250-M301_781d8d","1762",2014-11-07 15:21:17.252,174.203999996185
"767","acutec_QT250-M301_781d8d","1762",2014-11-07 15:32:11.095,176.262000083923
"768","acutec_QT250-M301_781d8d","1762",2014-11-07 15:35:07.357,178.384999990463
"769","acutec_QT250-M301_781d8d","1762",2014-11-07 15:38:05.742,176.282999992371
"770","acutec_QT250-M301_781d8d","1762",2014-11-07 15:41:02.025,178.392999887466
"771","acutec_QT250-M301_781d8d","1762",2014-11-07 15:44:00.417,176.27999997139
"772","acutec_QT250-M301_781d8d","1762",2014-11-07 15:46:58.746,174.210999965668
"773","acutec_QT250-M301_781d8d","1762",2014-11-07 15:50:11.415,178.389000177383
"774","acutec_QT250-M301_781d8d","1762",2014-11-07 15:53:09.805,176.286000013351
"775","acutec_QT250-M301_781d8d","1762",2014-11-07 15:56:08.137,176.289999961853
"776","acutec_QT250-M301_781d8d","1762",2014-11-07 15:59:04.427,176.25
"777","acutec_QT250-M301_781d8d","1762",2014-11-07 16:02:02.726,176.31299996376
"778","acutec_QT250-M301_781d8d","1762",2014-11-07 16:04:59.039,176.307999849319
"779","acutec_QT250-M301_781d8d","1762",2014-11-07 16:07:57.398,176.255000114441
"780","acutec_QT250-M301_781d8d","1762",2014-11-07 16:10:55.703,174.212999820709
"781","acutec_QT250-M301_781d8d","1762",2014-11-07 16:13:56.056,176.281000137329
"782","acutec_QT250-M301_781d8d","1762",2014-11-07 16:19:28.115,176.329999923706
"783","acutec_QT250-M301_781d8d","1762",2014-11-07 16:22:26.507,176.278000116348
"784","acutec_QT250-M301_781d8d","1762",2014-11-07 16:25:22.786,176.332999944687
"785","acutec_QT250-M301_781d8d","1762",2014-11-07 16:28:21.147,176.254999876022
"786","acutec_QT250-M301_781d8d","1762",2014-11-07 16:32:02.917,176.259000062943
"787","acutec_QT250-M301_781d8d","1762",2014-11-07 16:35:05.322,174.230999946594
"788","acutec_QT250-M301_781d8d","1762",2014-11-07 16:38:07.746,170.167999982834
"789","acutec_QT250-M301_781d8d","1762",2014-11-07 16:41:06.107,190.567999839783
"790","acutec_QT250-M301_781d8d","1762",2014-11-07 16:44:26.940,170.111000061035
"791","acutec_QT250-M301_781d8d","1762",2014-11-07 16:47:56.194,196.767999887466
"792","acutec_QT250-M301_781d8d","1762",2014-11-07 16:51:29.345,170.167000055313
"793","acutec_QT250-M301_781d8d","1762",2014-11-07 17:34:38.056,178.327000141144
"794","acutec_QT250-M301_781d8d","1762",2014-11-07 17:38:13.279,176.276999950409
"795","acutec_QT250-M301_781d8d","1762",2014-11-07 17:41:09.556,176.325999975204
"796","acutec_QT250-M301_781d8d","1762",2014-11-07 17:44:07.927,176.253999948502
"797","acutec_QT250-M301_781d8d","1762",2014-11-07 17:47:06.232,176.30999994278
"798","acutec_QT250-M301_781d8d","1762",2014-11-07 17:50:02.542,176.289000034332
"799","acutec_QT250-M301_781d8d","1762",2014-11-07 17:53:00.875,176.282999992371
"800","acutec_QT250-M301_781d8d","1762",2014-11-07 17:55:57.157,176.31299996376
"801","acutec_QT250-M301_781d8d","1762",2014-11-07 18:00:05.276,176.289000034332
"802","acutec_QT250-M301_781d8d","1762",2014-11-07 18:03:03.604,176.265999794006
"803","acutec_QT250-M301_781d8d","1762",2014-11-07 18:05:59.869,178.381000041962
"804","acutec_QT250-M301_781d8d","1762",2014-11-07 18:08:58.250,176.25400018692
"805","acutec_QT250-M301_781d8d","1762",2014-11-07 18:11:56.552,176.313999891281
"806","acutec_QT250-M301_781d8d","1762",2014-11-07 18:14:52.865,176.263000011444
"807","acutec_QT250-M301_781d8d","1762",2014-11-07 18:17:51.174,176.25200009346
"808","acutec_QT250-M301_781d8d","1762",2014-11-07 18:20:47.426,176.287999868393
"809","acutec_QT250-M301_781d8d","1762",2014-11-07 18:23:56.056,178.331000089645
"810","acutec_QT250-M301_781d8d","1762",2014-11-07 18:26:54.388,176.256999969482
"811","acutec_QT250-M301_781d8d","1762",2014-11-07 18:29:52.691,176.342000007629
"812","acutec_QT250-M301_781d8d","1762",2014-11-07 18:32:49.033,176.315999984741
"813","acutec_QT250-M301_781d8d","1762",2014-11-07 18:35:47.394,176.286000013351
"814","acutec_QT250-M301_781d8d","1762",2014-11-07 18:38:45.726,176.256000041962
"815","acutec_QT250-M301_781d8d","1762",2014-11-07 18:41:41.983,176.389999866486
"816","acutec_QT250-M301_781d8d","1762",2014-11-07 18:44:40.428,176.258000135422
"817","acutec_QT250-M301_781d8d","1762",2014-11-07 18:47:36.687,178.330999851227
"818","acutec_QT250-M301_781d8d","1762",2014-11-07 18:50:35.017,176.259000062943
"819","acutec_QT250-M301_781d8d","1762",2014-11-07 18:56:29.747,176.259999990463
"820","acutec_QT250-M301_781d8d","1762",2014-11-07 18:59:28.052,176.282999992371
"821","acutec_QT250-M301_781d8d","1762",2014-11-07 19:02:24.335,178.394000053406
"822","acutec_QT250-M301_781d8d","1762",2014-11-07 19:05:22.730,176.25200009346
"823","acutec_QT250-M301_781d8d","1762",2014-11-07 19:08:21.059,176.266000032425
"824","acutec_QT250-M301_781d8d","1762",2014-11-07 19:11:17.325,176.302000045776
"825","acutec_QT250-M301_781d8d","1762",2014-11-07 19:14:15.680,176.280999898911
"826","acutec_QT250-M301_781d8d","1762",2014-11-07 19:17:14.006,176.263000011444
"827","acutec_QT250-M301_781d8d","1762",2014-11-07 19:20:10.269,176.365999937057
"828","acutec_QT250-M301_781d8d","1762",2014-11-07 19:23:08.683,174.205999851227
"829","acutec_QT250-M301_781d8d","1762",2014-11-07 19:30:43.743,178.361000061035
"830","acutec_QT250-M301_781d8d","1762",2014-11-07 19:33:42.104,176.381999969482
"831","acutec_QT250-M301_781d8d","1762",2014-11-07 19:36:40.522,176.268999814987
"832","acutec_QT250-M301_781d8d","1762",2014-11-07 19:39:36.790,176.271000146866
"833","acutec_QT250-M301_781d8d","1762",2014-11-07 19:44:27.845,174.213000059128
"834","acutec_QT250-M301_781d8d","1762",2014-11-07 19:48:35.927,176.260999917984
"835","acutec_QT250-M301_781d8d","1762",2014-11-07 19:51:32.188,178.299000024796
"836","acutec_QT250-M301_781d8d","1762",2014-11-07 19:54:30.487,176.256999969482
"837","acutec_QT250-M301_781d8d","1762",2014-11-07 19:57:28.792,176.171000003815
"838","acutec_QT250-M301_781d8d","1762",2014-11-07 20:00:24.963,176.256000041962
"839","acutec_QT250-M301_781d8d","1762",2014-11-07 20:03:23.269,174.233000040054
"840","acutec_QT250-M301_781d8d","1762",2014-11-07 20:06:21.661,176.278000116348
"841","acutec_QT250-M301_781d8d","1762",2014-11-07 20:11:39.378,176.323999881744
"842","acutec_QT250-M301_781d8d","1762",2014-11-10 04:03:36.621,176.278000116348
"843","acutec_QT250-M301_781d8d","1762",2014-11-10 04:07:52.834,176.260999917984
"844","acutec_QT250-M301_781d8d","1762",2014-11-10 04:10:49.095,178.384000062943
"845","acutec_QT250-M301_781d8d","1762",2014-11-10 04:13:47.479,176.31299996376
"846","acutec_QT250-M301_781d8d","1762",2014-11-10 04:16:45.839,176.28400015831
"847","acutec_QT250-M301_781d8d","1762",2014-11-10 04:19:44.171,176.28400015831
"848","acutec_QT250-M301_781d8d","1762",2014-11-10 04:22:40.456,178.388999938965
"849","acutec_QT250-M301_781d8d","1762",2014-11-10 04:25:38.845,176.333999872208
"850","acutec_QT250-M301_781d8d","1762",2014-11-10 04:28:37.236,176.282999992371
"851","acutec_QT250-M301_781d8d","1762",2014-11-10 04:31:35.568,176.255999803543
"852","acutec_QT250-M301_781d8d","1762",2014-11-10 04:34:31.823,176.322000026703
"853","acutec_QT250-M301_781d8d","1762",2014-11-10 04:37:30.184,176.259999990463
"854","acutec_QT250-M301_781d8d","1762",2014-11-10 04:40:26.444,178.361999988556
"855","acutec_QT250-M301_781d8d","1762",2014-11-10 04:43:24.805,176.370000123978
"856","acutec_QT250-M301_781d8d","1762",2014-11-10 04:46:23.219,176.256999969482
"857","acutec_QT250-M301_781d8d","1762",2014-11-10 04:49:21.523,176.285000085831
"858","acutec_QT250-M301_781d8d","1762",2014-11-10 04:52:17.808,176.333999872208
"859","acutec_QT250-M301_781d8d","1762",2014-11-10 04:55:16.167,176.256000041962
"860","acutec_QT250-M301_781d8d","1762",2014-11-10 04:58:14.473,174.233999967575
"861","acutec_QT250-M301_781d8d","1762",2014-11-10 05:01:35.368,176.279000043869
"862","acutec_QT250-M301_781d8d","1762",2014-11-10 05:07:01.276,176.285000085831
"863","acutec_QT250-M301_781d8d","1762",2014-11-10 05:09:57.562,176.303999900818
"864","acutec_QT250-M301_781d8d","1762",2014-11-10 05:12:55.924,176.3140001297
"865","acutec_QT250-M301_781d8d","1762",2014-11-10 05:15:54.288,176.365000009537
"866","acutec_QT250-M301_781d8d","1762",2014-11-10 05:18:50.653,176.257999897003
"867","acutec_QT250-M301_781d8d","1762",2014-11-10 05:21:48.957,176.256000041962
"868","acutec_QT250-M301_781d8d","1762",2014-11-10 05:24:47.260,176.342000007629
"869","acutec_QT250-M301_781d8d","1762",2014-11-10 05:27:43.602,176.319000005722
"870","acutec_QT250-M301_781d8d","1762",2014-11-10 05:30:41.990,176.261000156403
"871","acutec_QT250-M301_781d8d","1762",2014-11-10 05:33:38.252,178.355999946594
"872","acutec_QT250-M301_781d8d","1762",2014-11-10 05:36:36.608,176.284999847412
"873","acutec_QT250-M301_781d8d","1762",2014-11-10 05:39:34.940,176.226999998093
"874","acutec_QT250-M301_781d8d","1762",2014-11-10 05:42:33.216,176.31299996376
"875","acutec_QT250-M301_781d8d","1762",2014-11-10 05:45:29.529,176.259999990463
"876","acutec_QT250-M301_781d8d","1762",2014-11-10 05:48:27.838,174.230999946594
"877","acutec_QT250-M301_781d8d","1762",2014-11-10 05:53:20.947,176.332999944687
"878","acutec_QT250-M301_781d8d","1762",2014-11-10 05:56:19.338,176.256999969482
"879","acutec_QT250-M301_781d8d","1762",2014-11-10 05:59:17.671,176.302999973297
"880","acutec_QT250-M301_781d8d","1762",2014-11-10 06:02:13.973,176.246000051498
"881","acutec_QT250-M301_781d8d","1762",2014-11-10 06:05:12.257,176.256000041962
"882","acutec_QT250-M301_781d8d","1762",2014-11-10 06:08:10.566,176.341000080109
"883","acutec_QT250-M301_781d8d","1762",2014-11-10 06:11:06.907,176.27999997139
"884","acutec_QT250-M301_781d8d","1762",2014-11-10 06:14:05.236,176.31200003624
"885","acutec_QT250-M301_781d8d","1762",2014-11-10 06:17:01.548,176.305999994278
"886","acutec_QT250-M301_781d8d","1762",2014-11-10 06:19:59.881,176.284999847412
"887","acutec_QT250-M301_781d8d","1762",2014-11-10 06:22:58.213,194.746999979019
"888","acutec_QT250-M301_781d8d","1762",2014-11-10 06:26:25.276,211.075999975204
"889","acutec_QT250-M301_781d8d","1762",2014-11-10 06:30:02.497,176.255000114441
"890","acutec_QT250-M301_781d8d","1762",2014-11-10 06:33:04.924,172.161000013351
"891","acutec_QT250-M301_781d8d","1762",2014-11-10 06:36:52.441,217.246999979019
"892","acutec_QT250-M301_781d8d","1762",2014-11-10 06:40:37.911,243.874000072479
"893","acutec_QT250-M301_781d8d","1762",2014-11-10 06:44:47.959,334.079999923706
"894","acutec_QT250-M301_781d8d","1762",2014-11-10 06:50:32.279,2449.35100007057
"895","acutec_QT250-M301_781d8d","1762",2014-11-10 07:32:25.543,178.391000032425
"896","acutec_QT250-M301_781d8d","1762",2014-11-10 07:35:23.934,176.322000026703
"897","acutec_QT250-M301_781d8d","1762",2014-11-10 07:38:22.293,176.259000062943
"898","acutec_QT250-M301_781d8d","1762",2014-11-10 07:41:20.598,176.317999839783
"899","acutec_QT250-M301_781d8d","1762",2014-11-10 07:44:16.915,176.31200003624
"900","acutec_QT250-M301_781d8d","1762",2014-11-10 07:47:15.279,176.276000022888
"901","acutec_QT250-M301_781d8d","1762",2014-11-10 07:50:11.555,178.334000110626
"902","acutec_QT250-M301_781d8d","1762",2014-11-10 07:53:09.890,176.282999992371
"903","acutec_QT250-M301_781d8d","1762",2014-11-10 07:56:08.224,176.280000209808
"904","acutec_QT250-M301_781d8d","1762",2014-11-10 07:59:04.505,176.375999927521
"905","acutec_QT250-M301_781d8d","1762",2014-11-10 08:02:02.927,176.27999997139
"906","acutec_QT250-M301_781d8d","1762",2014-11-10 08:05:01.255,176.285999774933
"907","acutec_QT250-M301_781d8d","1762",2014-11-10 08:07:57.540,176.282999992371
"908","acutec_QT250-M301_781d8d","1762",2014-11-10 08:10:55.871,176.262000083923
"909","acutec_QT250-M301_781d8d","1762",2014-11-10 08:13:52.134,178.385999917984
"910","acutec_QT250-M301_781d8d","1762",2014-11-10 08:16:50.519,176.224999904633
"911","acutec_QT250-M301_781d8d","1762",2014-11-10 08:19:48.795,176.259999990463
"912","acutec_QT250-M301_781d8d","1762",2014-11-10 08:22:45.055,176.323999881744
"913","acutec_QT250-M301_781d8d","1762",2014-11-10 08:25:43.414,176.27999997139
"914","acutec_QT250-M301_781d8d","1762",2014-11-10 08:28:41.742,176.229999780655
"915","acutec_QT250-M301_781d8d","1762",2014-11-10 08:31:37.971,178.359000205994
"916","acutec_QT250-M301_781d8d","1762",2014-11-10 08:34:36.331,176.260999917984
"917","acutec_QT250-M301_781d8d","1762",2014-11-10 08:37:34.638,176.280999898911
"918","acutec_QT250-M301_781d8d","1762",2014-11-10 08:40:30.918,176.27999997139
"919","acutec_QT250-M301_781d8d","1762",2014-11-10 08:43:29.252,176.287999868393
"920","acutec_QT250-M301_781d8d","1762",2014-11-10 08:46:25.539,176.329999923706
"921","acutec_QT250-M301_781d8d","1762",2014-11-10 08:49:23.901,176.27999997139
"922","acutec_QT250-M301_781d8d","1762",2014-11-10 08:52:22.229,176.342000007629
"923","acutec_QT250-M301_781d8d","1762",2014-11-10 08:55:18.571,176.297999858856
"924","acutec_QT250-M301_781d8d","1762",2014-11-10 08:58:16.904,176.253999948502
"925","acutec_QT250-M301_781d8d","1762",2014-11-10 09:01:15.207,176.31299996376
"926","acutec_QT250-M301_781d8d","1762",2014-11-10 09:04:11.519,176.285000085831
"927","acutec_QT250-M301_781d8d","1762",2014-11-10 09:07:09.852,176.256000041962
"928","acutec_QT250-M301_781d8d","1762",2014-11-10 09:10:06.108,176.351999998093
"929","acutec_QT250-M301_781d8d","1762",2014-11-10 09:13:04.496,176.259000062943
"930","acutec_QT250-M301_781d8d","1762",2014-11-10 09:16:02.802,176.319000005722
"931","acutec_QT250-M301_781d8d","1762",2014-11-10 09:18:59.121,176.197999954224
"932","acutec_QT250-M301_781d8d","1762",2014-11-10 09:21:57.365,176.27999997139
"933","acutec_QT250-M301_781d8d","1762",2014-11-10 09:24:53.645,176.28400015831
"934","acutec_QT250-M301_781d8d","1762",2014-11-10 09:29:09.921,174.236000061035
"935","acutec_QT250-M301_781d8d","1762",2014-11-10 09:32:59.489,176.338999986649
"936","acutec_QT250-M301_781d8d","1762",2014-11-10 09:35:55.828,176.284999847412
"937","acutec_QT250-M301_781d8d","1762",2014-11-10 09:38:54.161,176.259999990463
"938","acutec_QT250-M301_781d8d","1762",2014-11-10 09:41:50.421,178.391000032425
"939","acutec_QT250-M301_781d8d","1762",2014-11-10 09:44:48.812,176.279000043869
"940","acutec_QT250-M301_781d8d","1762",2014-11-10 09:47:47.138,176.285000085831
"941","acutec_QT250-M301_781d8d","1762",2014-11-10 09:50:43.424,176.254999876022
"942","acutec_QT250-M301_781d8d","1762",2014-11-10 09:53:41.726,176.286000013351
"943","acutec_QT250-M301_781d8d","1762",2014-11-10 09:56:38.013,176.319000005722
