"SlNo","Device","partKind","partStart","partDur"
"310","acutec_QT250-M301_781d8d","1762",2014-11-06 08:52:10.617,176.286000013351
"311","acutec_QT250-M301_781d8d","1762",2014-11-06 08:55:08.948,176.256000041962
"312","acutec_QT250-M301_781d8d","1762",2014-11-06 08:58:07.253,176.31299996376
"313","acutec_QT250-M301_781d8d","1762",2014-11-06 09:01:03.565,176.324000120163
"314","acutec_QT250-M301_781d8d","1762",2014-11-06 09:04:01.926,176.260999917984
"315","acutec_QT250-M301_781d8d","1762",2014-11-06 09:06:58.187,178.328000068665
"316","acutec_QT250-M301_781d8d","1762",2014-11-06 09:09:56.515,178.360999822617
"317","acutec_QT250-M301_781d8d","1762",2014-11-06 09:12:54.875,176.261000156403
"318","acutec_QT250-M301_781d8d","1762",2014-11-06 09:15:53.184,176.280999898911
"319","acutec_QT250-M301_781d8d","1762",2014-11-06 09:18:49.464,176.274000167847
"320","acutec_QT250-M301_781d8d","1762",2014-11-06 09:21:47.773,176.250999927521
"321","acutec_QT250-M301_781d8d","1762",2014-11-06 09:24:46.072,176.259000062943
"322","acutec_QT250-M301_781d8d","1762",2014-11-06 09:27:42.332,178.391000032425
"323","acutec_QT250-M301_781d8d","1762",2014-11-06 09:30:40.723,176.279000043869
"324","acutec_QT250-M301_781d8d","1762",2014-11-06 09:33:39.049,176.28400015831
"325","acutec_QT250-M301_781d8d","1762",2014-11-06 09:36:35.334,176.255999803543
"326","acutec_QT250-M301_781d8d","1762",2014-11-06 09:40:49.476,174.211999893188
"327","acutec_QT250-M301_781d8d","1762",2014-11-06 09:44:14.440,176.309000015259
"328","acutec_QT250-M301_781d8d","1762",2014-11-06 09:47:10.749,176.231999874115
"329","acutec_QT250-M301_781d8d","1762",2014-11-06 09:50:09.029,176.306999921799
"330","acutec_QT250-M301_781d8d","1762",2014-11-06 09:53:05.336,176.429000139236
"331","acutec_QT250-M301_781d8d","1762",2014-11-06 09:56:03.813,176.259000062943
"332","acutec_QT250-M301_781d8d","1762",2014-11-06 09:59:02.121,176.279000043869
"333","acutec_QT250-M301_781d8d","1762",2014-11-06 10:01:58.401,176.305999994278
"334","acutec_QT250-M301_781d8d","1762",2014-11-06 10:04:56.760,176.261000156403
"335","acutec_QT250-M301_781d8d","1762",2014-11-06 10:07:55.081,176.382999897003
"336","acutec_QT250-M301_781d8d","1762",2014-11-06 10:10:51.463,176.266000032425
"337","acutec_QT250-M301_781d8d","1762",2014-11-06 10:13:49.773,176.279000043869
"338","acutec_QT250-M301_781d8d","1762",2014-11-06 10:16:48.099,176.28400015831
"339","acutec_QT250-M301_781d8d","1762",2014-11-06 10:19:44.384,176.323999881744
"340","acutec_QT250-M301_781d8d","1762",2014-11-06 10:22:42.746,176.254999876022
"341","acutec_QT250-M301_781d8d","1762",2014-11-06 10:25:41.049,176.28400015831
"342","acutec_QT250-M301_781d8d","1762",2014-11-06 10:28:37.334,176.288999795914
"343","acutec_QT250-M301_781d8d","1762",2014-11-06 10:31:35.671,176.253000020981
"344","acutec_QT250-M301_781d8d","1762",2014-11-06 10:34:31.924,176.335000038147
"345","acutec_QT250-M301_781d8d","1762",2014-11-06 10:37:30.311,176.255999803543
"346","acutec_QT250-M301_781d8d","1762",2014-11-06 10:40:28.619,176.280000209808
"347","acutec_QT250-M301_781d8d","1762",2014-11-06 10:43:24.900,176.315999984741
"348","acutec_QT250-M301_781d8d","1762",2014-11-06 10:46:23.263,176.253000020981
"349","acutec_QT250-M301_781d8d","1762",2014-11-06 10:49:21.565,176.31299996376
"350","acutec_QT250-M301_781d8d","1762",2014-11-06 10:52:17.878,176.283999919891
"351","acutec_QT250-M301_781d8d","1762",2014-11-06 10:55:16.210,176.256000041962
"352","acutec_QT250-M301_781d8d","1762",2014-11-06 10:58:12.466,178.416999816895
"353","acutec_QT250-M301_781d8d","1762",2014-11-06 11:01:10.882,176.285000085831
"354","acutec_QT250-M301_781d8d","1762",2014-11-06 11:04:09.217,174.207000017166
"355","acutec_QT250-M301_781d8d","1762",2014-11-06 11:08:45.921,176.27999997139
"356","acutec_QT250-M301_781d8d","1762",2014-11-06 11:11:42.201,178.336000204086
"357","acutec_QT250-M301_781d8d","1762",2014-11-06 11:14:40.538,176.251999855042
"358","acutec_QT250-M301_781d8d","1762",2014-11-06 11:17:38.839,176.258000135422
"359","acutec_QT250-M301_781d8d","1762",2014-11-06 11:20:35.098,178.361000061035
"360","acutec_QT250-M301_781d8d","1762",2014-11-06 11:23:33.459,176.229999780655
"361","acutec_QT250-M301_781d8d","1762",2014-11-06 11:26:31.736,174.230999946594
"362","acutec_QT250-M301_781d8d","1762",2014-11-06 11:29:48.528,174.176999807358
"363","acutec_QT250-M301_781d8d","1762",2014-11-06 11:33:44.206,176.371999979019
"364","acutec_QT250-M301_781d8d","1762",2014-11-06 11:36:40.578,176.304999828339
"365","acutec_QT250-M301_781d8d","1762",2014-11-06 11:39:38.937,176.254999876022
"366","acutec_QT250-M301_781d8d","1762",2014-11-06 11:42:37.240,176.285000085831
"367","acutec_QT250-M301_781d8d","1762",2014-11-06 11:45:33.525,176.353999853134
"368","acutec_QT250-M301_781d8d","1762",2014-11-06 11:48:31.914,176.260999917984
"369","acutec_QT250-M301_781d8d","1762",2014-11-06 11:51:28.174,176.281000137329
"370","acutec_QT250-M301_781d8d","1762",2014-11-06 12:09:50.936,176.260999917984
"371","acutec_QT250-M301_781d8d","1762",2014-11-06 12:26:34.052,176.259000062943
"372","acutec_QT250-M301_781d8d","1762",2014-11-06 12:29:50.877,174.689999818802
"373","acutec_QT250-M301_781d8d","1762",2014-11-06 12:39:39.609,176.25400018692
"374","acutec_QT250-M301_781d8d","1762",2014-11-06 12:44:10.141,176.280999898911
"375","acutec_QT250-M301_781d8d","1762",2014-11-06 12:47:20.763,174.231999874115
"376","acutec_QT250-M301_781d8d","1762",2014-11-06 12:51:36.979,174.210999965668
"377","acutec_QT250-M301_781d8d","1762",2014-11-06 12:54:37.335,176.251999855042
"378","acutec_QT250-M301_781d8d","1762",2014-11-06 12:57:35.634,176.260999917984
"379","acutec_QT250-M301_781d8d","1762",2014-11-06 13:00:31.895,176.308000087738
"380","acutec_QT250-M301_781d8d","1762",2014-11-06 13:03:30.253,174.233999967575
"381","acutec_QT250-M301_781d8d","1762",2014-11-06 13:06:38.884,176.280999898911
"382","acutec_QT250-M301_781d8d","1762",2014-11-06 13:09:37.216,176.3109998703
"383","acutec_QT250-M301_781d8d","1762",2014-11-06 13:12:33.526,176.262000083923
"384","acutec_QT250-M301_781d8d","1762",2014-11-06 13:17:16.372,174.236999988556
"385","acutec_QT250-M301_781d8d","1762",2014-11-06 13:21:48.977,176.28400015831
"386","acutec_QT250-M301_781d8d","1762",2014-11-06 13:25:57.005,168.06299996376
"387","acutec_QT250-M301_781d8d","1762",2014-11-06 13:28:55.309,168.035000085831
"388","acutec_QT250-M301_781d8d","1762",2014-11-06 13:31:49.487,194.718000173569
"389","acutec_QT250-M301_781d8d","1762",2014-11-06 13:35:16.500,207.058000087738
"390","acutec_QT250-M301_781d8d","1762",2014-11-06 13:39:57.349,172.164000034332
"391","acutec_QT250-M301_781d8d","1762",2014-11-06 13:43:10.019,172.131999969482
"392","acutec_QT250-M301_781d8d","1762",2014-11-06 13:46:16.492,170.135999917984
"393","acutec_QT250-M301_781d8d","1762",2014-11-06 13:54:22.272,174.210999965668
"394","acutec_QT250-M301_781d8d","1762",2014-11-06 13:57:30.845,176.256000041962
"395","acutec_QT250-M301_781d8d","1762",2014-11-06 14:00:31.201,176.280000209808
"396","acutec_QT250-M301_781d8d","1762",2014-11-06 14:03:29.529,176.285000085831
"397","acutec_QT250-M301_781d8d","1762",2014-11-06 14:06:25.815,176.320999860764
"398","acutec_QT250-M301_781d8d","1762",2014-11-06 14:09:24.177,176.254999876022
"399","acutec_QT250-M301_781d8d","1762",2014-11-06 14:12:22.479,176.260999917984
"400","acutec_QT250-M301_781d8d","1762",2014-11-06 14:15:18.740,176.371999979019
"401","acutec_QT250-M301_781d8d","1762",2014-11-06 14:18:17.154,176.254999876022
"402","acutec_QT250-M301_781d8d","1762",2014-11-06 14:21:15.457,176.285000085831
"403","acutec_QT250-M301_781d8d","1762",2014-11-06 14:24:11.742,176.254999876022
"404","acutec_QT250-M301_781d8d","1762",2014-11-06 14:31:50.930,176.27999997139
"405","acutec_QT250-M301_781d8d","1762",2014-11-06 14:35:07.694,174.293999910355
"406","acutec_QT250-M301_781d8d","1762",2014-11-06 14:38:04.036,176.28400015831
"407","acutec_QT250-M301_781d8d","1762",2014-11-06 14:41:02.368,176.262000083923
"408","acutec_QT250-M301_781d8d","1762",2014-11-06 14:43:58.630,178.354999780655
"409","acutec_QT250-M301_781d8d","1762",2014-11-06 14:46:56.984,176.233000040054
"410","acutec_QT250-M301_781d8d","1762",2014-11-06 14:49:55.263,176.27999997139
"411","acutec_QT250-M301_781d8d","1762",2014-11-06 14:52:51.543,176.31500005722
"412","acutec_QT250-M301_781d8d","1762",2014-11-06 14:55:49.905,176.259000062943
"413","acutec_QT250-M301_781d8d","1762",2014-11-06 15:02:23.438,174.211000204086
"414","acutec_QT250-M301_781d8d","1762",2014-11-06 15:06:00.742,176.261999845505
"415","acutec_QT250-M301_781d8d","1762",2014-11-06 15:08:59.049,176.27999997139
"416","acutec_QT250-M301_781d8d","1762",2014-11-06 15:11:57.380,176.285999774933
"417","acutec_QT250-M301_781d8d","1762",2014-11-06 15:14:53.665,176.257000207901
"418","acutec_QT250-M301_781d8d","1762",2014-11-06 15:17:51.969,176.256999969482
"419","acutec_QT250-M301_781d8d","1762",2014-11-06 15:20:48.226,176.309000015259
"420","acutec_QT250-M301_781d8d","1762",2014-11-06 15:23:46.588,176.250999927521
"421","acutec_QT250-M301_781d8d","1762",2014-11-06 15:26:44.915,176.341000080109
"422","acutec_QT250-M301_781d8d","1762",2014-11-06 15:29:41.256,176.341000080109
"423","acutec_QT250-M301_781d8d","1762",2014-11-06 15:32:39.647,176.284999847412
"424","acutec_QT250-M301_781d8d","1762",2014-11-06 15:35:37.979,176.228999853134
"425","acutec_QT250-M301_781d8d","1762",2014-11-06 15:38:34.207,176.258000135422
"426","acutec_QT250-M301_781d8d","1762",2014-11-06 15:44:39.094,176.253999948502
"427","acutec_QT250-M301_781d8d","1762",2014-11-06 15:51:16.720,176.259000062943
"428","acutec_QT250-M301_781d8d","1762",2014-11-06 15:54:17.078,176.365000009537
"429","acutec_QT250-M301_781d8d","1762",2014-11-06 15:57:13.443,176.322999954224
"430","acutec_QT250-M301_781d8d","1762",2014-11-06 16:00:11.805,176.282999992371
"431","acutec_QT250-M301_781d8d","1762",2014-11-06 16:03:08.088,178.332000017166
"432","acutec_QT250-M301_781d8d","1762",2014-11-06 16:06:06.420,176.824999809265
"433","acutec_QT250-M301_781d8d","1762",2014-11-06 16:09:05.292,174.213000059128
"434","acutec_QT250-M301_781d8d","1762",2014-11-06 16:13:19.440,176.223000049591
"435","acutec_QT250-M301_781d8d","1762",2014-11-06 16:22:18.473,174.211999893188
"436","acutec_QT250-M301_781d8d","1762",2014-11-06 16:26:22.375,176.285000085831
"437","acutec_QT250-M301_781d8d","1762",2014-11-06 16:29:20.707,176.286000013351
"438","acutec_QT250-M301_781d8d","1762",2014-11-06 16:32:16.993,176.328999996185
"439","acutec_QT250-M301_781d8d","1762",2014-11-06 16:35:15.357,176.27999997139
"440","acutec_QT250-M301_781d8d","1762",2014-11-06 16:38:13.684,176.285000085831
"441","acutec_QT250-M301_781d8d","1762",2014-11-06 16:41:09.970,176.254999876022
"442","acutec_QT250-M301_781d8d","1762",2014-11-06 16:44:08.273,176.256000041962
"443","acutec_QT250-M301_781d8d","1762",2014-11-06 16:47:04.529,178.388999938965
"444","acutec_QT250-M301_781d8d","1762",2014-11-06 16:50:02.918,176.200000047684
"445","acutec_QT250-M301_781d8d","1762",2014-11-06 16:53:01.196,174.205999851227
"446","acutec_QT250-M301_781d8d","1762",2014-11-06 17:43:34.671,176.27999997139
"447","acutec_QT250-M301_781d8d","1762",2014-11-06 17:46:33.000,176.28200006485
"448","acutec_QT250-M301_781d8d","1762",2014-11-06 17:49:29.282,178.419999837875
"449","acutec_QT250-M301_781d8d","1762",2014-11-06 17:52:27.701,176.285000085831
"450","acutec_QT250-M301_781d8d","1762",2014-11-06 17:55:26.033,176.256000041962
"451","acutec_QT250-M301_781d8d","1762",2014-11-06 17:58:22.289,176.262000083923
"452","acutec_QT250-M301_781d8d","1762",2014-11-06 18:01:20.595,176.256000041962
"453","acutec_QT250-M301_781d8d","1762",2014-11-06 18:04:16.851,178.359999895096
"454","acutec_QT250-M301_781d8d","1762",2014-11-06 18:07:15.210,176.256000041962
"455","acutec_QT250-M301_781d8d","1762",2014-11-06 18:10:13.519,176.251999855042
"456","acutec_QT250-M301_781d8d","1762",2014-11-06 18:13:09.770,178.417999982834
"457","acutec_QT250-M301_781d8d","1762",2014-11-06 18:16:08.188,176.405000209808
"458","acutec_QT250-M301_781d8d","1762",2014-11-06 18:19:06.663,176.255999803543
"459","acutec_QT250-M301_781d8d","1762",2014-11-06 18:22:35.717,176.256999969482
"460","acutec_QT250-M301_781d8d","1762",2014-11-06 18:25:34.023,176.28200006485
"461","acutec_QT250-M301_781d8d","1762",2014-11-06 18:28:30.305,178.40700006485
"462","acutec_QT250-M301_781d8d","1762",2014-11-06 18:31:28.713,176.266999959946
"463","acutec_QT250-M301_781d8d","1762",2014-11-06 18:34:27.029,176.259999990463
"464","acutec_QT250-M301_781d8d","1762",2014-11-06 18:37:23.289,178.384000062943
"465","acutec_QT250-M301_781d8d","1762",2014-11-06 18:40:21.673,176.255999803543
"466","acutec_QT250-M301_781d8d","1762",2014-11-06 18:44:23.584,176.256999969482
"467","acutec_QT250-M301_781d8d","1762",2014-11-06 18:47:21.890,176.287999868393
"468","acutec_QT250-M301_781d8d","1762",2014-11-06 18:50:18.177,176.341000080109
"469","acutec_QT250-M301_781d8d","1762",2014-11-06 18:53:16.582,176.236000061035
"470","acutec_QT250-M301_781d8d","1762",2014-11-06 18:56:12.818,178.360999822617
"471","acutec_QT250-M301_781d8d","1762",2014-11-06 18:59:11.178,176.292000055313
"472","acutec_QT250-M301_781d8d","1762",2014-11-06 19:02:09.519,176.278000116348
"473","acutec_QT250-M301_781d8d","1762",2014-11-06 19:05:05.798,178.358999967575
"474","acutec_QT250-M301_781d8d","1762",2014-11-06 19:08:04.157,176.293999910355
"475","acutec_QT250-M301_781d8d","1762",2014-11-06 19:11:02.489,176.284999847412
"476","acutec_QT250-M301_781d8d","1762",2014-11-06 19:14:00.822,176.31299996376
"477","acutec_QT250-M301_781d8d","1762",2014-11-06 19:16:57.134,176.285000085831
"478","acutec_QT250-M301_781d8d","1762",2014-11-06 19:19:55.467,176.226000070572
"479","acutec_QT250-M301_781d8d","1762",2014-11-06 19:22:53.743,176.259999990463
"480","acutec_QT250-M301_781d8d","1762",2014-11-06 19:25:50.003,176.27999997139
"481","acutec_QT250-M301_781d8d","1762",2014-11-06 19:30:39.016,176.261000156403
"482","acutec_QT250-M301_781d8d","1762",2014-11-06 19:33:35.278,178.327999830246
"483","acutec_QT250-M301_781d8d","1762",2014-11-06 19:36:33.605,176.259000062943
"484","acutec_QT250-M301_781d8d","1762",2014-11-06 19:39:42.209,176.257999897003
"485","acutec_QT250-M301_781d8d","1762",2014-11-06 19:43:50.263,176.256000041962
"486","acutec_QT250-M301_781d8d","1762",2014-11-06 19:47:15.789,174.207999944687
"487","acutec_QT250-M301_781d8d","1762",2014-11-06 19:50:16.142,172.135000228882
"488","acutec_QT250-M301_781d8d","1762",2014-11-06 19:53:14.423,170.105999946594
"489","acutec_QT250-M301_781d8d","1762",2014-11-06 19:56:16.849,170.113000154495
"490","acutec_QT250-M301_781d8d","1762",2014-11-06 20:00:08.687,168.06299996376
"491","acutec_QT250-M301_781d8d","1762",2014-11-06 20:03:07.023,170.109999895096
"492","acutec_QT250-M301_781d8d","1762",2014-11-06 20:06:07.372,170.140000104904
"493","acutec_QT250-M301_781d8d","1762",2014-11-06 20:09:28.234,176.28400015831
"494","acutec_QT250-M301_781d8d","1762",2014-11-06 20:12:26.566,176.261000156403
"495","acutec_QT250-M301_781d8d","1762",2014-11-06 20:15:22.828,176.279000043869
"496","acutec_QT250-M301_781d8d","1762",2014-11-06 22:03:36.016,176.28200006485
"497","acutec_QT250-M301_781d8d","1762",2014-11-06 22:06:32.299,178.335999965668
"498","acutec_QT250-M301_781d8d","1762",2014-11-06 22:09:30.634,176.315999984741
"499","acutec_QT250-M301_781d8d","1762",2014-11-06 22:12:28.992,176.255999803543
"500","acutec_QT250-M301_781d8d","1762",2014-11-06 22:15:27.296,176.232000112534
"501","acutec_QT250-M301_781d8d","1762",2014-11-06 22:18:23.528,176.37099981308
"502","acutec_QT250-M301_781d8d","1762",2014-11-06 22:21:21.940,176.256000041962
"503","acutec_QT250-M301_781d8d","1762",2014-11-06 22:24:20.244,176.259000062943
"504","acutec_QT250-M301_781d8d","1762",2014-11-06 22:27:16.503,178.330000162125
"505","acutec_QT250-M301_781d8d","1762",2014-11-06 22:30:14.834,178.359999895096
"506","acutec_QT250-M301_781d8d","1762",2014-11-06 22:33:13.194,176.28200006485
"507","acutec_QT250-M301_781d8d","1762",2014-11-06 22:36:09.476,178.392999887466
"508","acutec_QT250-M301_781d8d","1762",2014-11-06 22:39:07.868,176.226999998093
"509","acutec_QT250-M301_781d8d","1762",2014-11-06 22:42:06.145,176.258000135422
"510","acutec_QT250-M301_781d8d","1762",2014-11-06 22:45:02.404,178.414999961853
"511","acutec_QT250-M301_781d8d","1762",2014-11-06 22:48:00.819,176.257999897003
"512","acutec_QT250-M301_781d8d","1762",2014-11-06 22:50:59.121,176.256000041962
"513","acutec_QT250-M301_781d8d","1762",2014-11-06 22:53:55.378,176.351000070572
"514","acutec_QT250-M301_781d8d","1762",2014-11-06 22:58:28.039,178.391000032425
"515","acutec_QT250-M301_781d8d","1762",2014-11-06 23:01:26.430,182.431999921799
"516","acutec_QT250-M301_781d8d","1762",2014-11-06 23:04:39.184,176.259999990463
"517","acutec_QT250-M301_781d8d","1762",2014-11-06 23:07:37.490,176.282999992371
"518","acutec_QT250-M301_781d8d","1762",2014-11-06 23:10:33.773,178.305999994278
"519","acutec_QT250-M301_781d8d","1762",2014-11-06 23:13:32.079,176.25200009346
"520","acutec_QT250-M301_781d8d","1762",2014-11-06 23:16:30.380,176.255999803543
"521","acutec_QT250-M301_781d8d","1762",2014-11-06 23:19:26.635,178.361000061035
"522","acutec_QT250-M301_781d8d","1762",2014-11-06 23:22:24.996,176.262000083923
"523","acutec_QT250-M301_781d8d","1762",2014-11-06 23:25:23.301,176.34099984169
"524","acutec_QT250-M301_781d8d","1762",2014-11-06 23:28:19.641,178.338000059128
"525","acutec_QT250-M301_781d8d","1762",2014-11-06 23:31:17.980,176.25
"526","acutec_QT250-M301_781d8d","1762",2014-11-06 23:34:16.279,176.253999948502
"527","acutec_QT250-M301_781d8d","1762",2014-11-06 23:37:12.533,178.335000038147
"528","acutec_QT250-M301_781d8d","1762",2014-11-06 23:40:10.868,176.253000020981
"529","acutec_QT250-M301_781d8d","1762",2014-11-06 23:43:09.171,176.283999919891
"530","acutec_QT250-M301_781d8d","1762",2014-11-06 23:46:05.454,176.361000061035
"531","acutec_QT250-M301_781d8d","1762",2014-11-06 23:49:03.871,176.285000085831
"532","acutec_QT250-M301_781d8d","1762",2014-11-06 23:52:00.157,178.306999921799
"533","acutec_QT250-M301_781d8d","1762",2014-11-06 23:55:02.562,176.305999994278
"534","acutec_QT250-M301_781d8d","1762",2014-11-06 23:58:00.921,176.253000020981
"535","acutec_QT250-M301_781d8d","1762",2014-11-07 00:00:59.250,176.226999998093
"536","acutec_QT250-M301_781d8d","1762",2014-11-07 00:03:55.477,176.343000173569
"537","acutec_QT250-M301_781d8d","1762",2014-11-07 02:07:33.155,176.322000026703
"538","acutec_QT250-M301_781d8d","1762",2014-11-07 02:10:31.516,176.255000114441
"539","acutec_QT250-M301_781d8d","1762",2014-11-07 02:13:29.819,176.341000080109
"540","acutec_QT250-M301_781d8d","1762",2014-11-07 02:16:26.161,176.31299996376
"541","acutec_QT250-M301_781d8d","1762",2014-11-07 02:19:24.523,176.262000083923
"542","acutec_QT250-M301_781d8d","1762",2014-11-07 02:22:20.786,178.381000041962
"543","acutec_QT250-M301_781d8d","1762",2014-11-07 02:25:19.167,176.299000024796
"544","acutec_QT250-M301_781d8d","1762",2014-11-07 02:28:17.503,176.27999997139
"545","acutec_QT250-M301_781d8d","1762",2014-11-07 02:31:13.783,178.308000087738
"546","acutec_QT250-M301_781d8d","1762",2014-11-07 02:34:12.092,176.226999998093
"547","acutec_QT250-M301_781d8d","1762",2014-11-07 02:37:10.364,176.254999876022
"548","acutec_QT250-M301_781d8d","1762",2014-11-07 02:40:06.618,178.361000061035
"549","acutec_QT250-M301_781d8d","1762",2014-11-07 02:43:04.980,176.254999876022
"550","acutec_QT250-M301_781d8d","1762",2014-11-07 02:46:03.286,176.27999997139
"551","acutec_QT250-M301_781d8d","1762",2014-11-07 02:48:59.566,178.390000104904
"552","acutec_QT250-M301_781d8d","1762",2014-11-07 02:51:57.957,176.227999925613
"553","acutec_QT250-M301_781d8d","1762",2014-11-07 02:54:56.232,176.256999969482
"554","acutec_QT250-M301_781d8d","1762",2014-11-07 02:57:52.489,176.289000034332
"555","acutec_QT250-M301_781d8d","1762",2014-11-07 03:00:50.828,176.388999938965
"556","acutec_QT250-M301_781d8d","1762",2014-11-07 03:03:47.217,176.288000106812
"557","acutec_QT250-M301_781d8d","1762",2014-11-07 03:06:45.552,176.284999847412
"558","acutec_QT250-M301_781d8d","1762",2014-11-07 03:09:43.882,176.285000085831
"559","acutec_QT250-M301_781d8d","1762",2014-11-07 03:12:40.167,176.256000041962
"560","acutec_QT250-M301_781d8d","1762",2014-11-07 03:15:38.474,176.280000209808
"561","acutec_QT250-M301_781d8d","1762",2014-11-07 03:18:34.755,178.363999843597
"562","acutec_QT250-M301_781d8d","1762",2014-11-07 03:21:33.118,176.288000106812
"563","acutec_QT250-M301_781d8d","1762",2014-11-07 03:24:31.453,176.27999997139
"564","acutec_QT250-M301_781d8d","1762",2014-11-07 03:27:27.733,178.361000061035
"565","acutec_QT250-M301_781d8d","1762",2014-11-07 03:30:26.094,176.299999952316
"566","acutec_QT250-M301_781d8d","1762",2014-11-07 03:33:24.426,176.226999998093
"567","acutec_QT250-M301_781d8d","1762",2014-11-07 03:36:20.653,178.307999849319
"568","acutec_QT250-M301_781d8d","1762",2014-11-07 03:39:18.960,176.319000005722
"569","acutec_QT250-M301_781d8d","1762",2014-11-07 03:42:17.318,176.255999803543
"570","acutec_QT250-M301_781d8d","1762",2014-11-07 03:45:13.573,178.390000104904
"571","acutec_QT250-M301_781d8d","1762",2014-11-07 03:48:11.963,176.31299996376
"572","acutec_QT250-M301_781d8d","1762",2014-11-07 03:51:10.325,176.28200006485
"573","acutec_QT250-M301_781d8d","1762",2014-11-07 03:54:06.607,178.361999988556
"574","acutec_QT250-M301_781d8d","1762",2014-11-07 03:57:04.969,176.288999795914
"575","acutec_QT250-M301_781d8d","1762",2014-11-07 04:00:01.257,178.332000017166
"576","acutec_QT250-M301_781d8d","1762",2014-11-07 04:02:59.589,176.259999990463
"577","acutec_QT250-M301_781d8d","1762",2014-11-07 04:13:49.306,176.263000011444
"578","acutec_QT250-M301_781d8d","1762",2014-11-07 04:16:47.617,176.27899980545
"579","acutec_QT250-M301_781d8d","1762",2014-11-07 04:19:43.895,176.304000139236
"580","acutec_QT250-M301_781d8d","1762",2014-11-07 04:22:42.256,176.259999990463
"581","acutec_QT250-M301_781d8d","1762",2014-11-07 04:25:40.568,174.327999830246
"582","acutec_QT250-M301_781d8d","1762",2014-11-07 04:28:36.960,176.286000013351
"583","acutec_QT250-M301_781d8d","1762",2014-11-07 04:31:35.290,176.28400015831
"584","acutec_QT250-M301_781d8d","1762",2014-11-07 04:34:31.575,176.34500002861
"585","acutec_QT250-M301_781d8d","1762",2014-11-07 04:37:29.967,176.27999997139
"586","acutec_QT250-M301_781d8d","1762",2014-11-07 04:40:26.247,178.361000061035
"587","acutec_QT250-M301_781d8d","1762",2014-11-07 04:43:24.608,178.308000087738
"588","acutec_QT250-M301_781d8d","1762",2014-11-07 04:48:11.551,174.236999988556
"589","acutec_QT250-M301_781d8d","1762",2014-11-07 04:51:13.980,188.572999954224
"590","acutec_QT250-M301_781d8d","1762",2014-11-07 04:55:24.026,198.785000085831
"591","acutec_QT250-M301_781d8d","1762",2014-11-07 04:58:51.003,178.332000017166
"592","acutec_QT250-M301_781d8d","1762",2014-11-07 05:01:53.433,172.158999919891
"593","acutec_QT250-M301_781d8d","1762",2014-11-07 05:04:55.838,174.233000040054
"594","acutec_QT250-M301_781d8d","1762",2014-11-07 05:07:56.213,170.115999937057
"595","acutec_QT250-M301_781d8d","1762",2014-11-07 05:11:35.969,174.230999946594
"596","acutec_QT250-M301_781d8d","1762",2014-11-07 05:21:52.915,176.28400015831
"597","acutec_QT250-M301_781d8d","1762",2014-11-07 05:24:49.200,176.289000034332
"598","acutec_QT250-M301_781d8d","1762",2014-11-07 05:27:47.535,176.284999847412
"599","acutec_QT250-M301_781d8d","1762",2014-11-07 05:30:45.865,174.31299996376
"600","acutec_QT250-M301_781d8d","1762",2014-11-07 05:33:42.234,176.28400015831
"601","acutec_QT250-M301_781d8d","1762",2014-11-07 05:36:40.566,176.28400015831
"602","acutec_QT250-M301_781d8d","1762",2014-11-07 05:39:36.851,178.388999938965
"603","acutec_QT250-M301_781d8d","1762",2014-11-07 05:42:35.240,176.260999917984
"604","acutec_QT250-M301_781d8d","1762",2014-11-07 05:45:33.549,176.279000043869
"605","acutec_QT250-M301_781d8d","1762",2014-11-07 05:48:29.828,176.31299996376
"606","acutec_QT250-M301_781d8d","1762",2014-11-07 05:51:28.188,176.261000156403
"607","acutec_QT250-M301_781d8d","1762",2014-11-07 05:54:26.497,176.279000043869
"608","acutec_QT250-M301_781d8d","1762",2014-11-07 05:57:22.776,178.332000017166
"609","acutec_QT250-M301_781d8d","1762",2014-11-07 06:00:21.108,176.289000034332
"610","acutec_QT250-M301_781d8d","1762",2014-11-07 06:03:19.444,176.281000137329
"611","acutec_QT250-M301_781d8d","1762",2014-11-07 06:06:15.726,176.268999814987
"612","acutec_QT250-M301_781d8d","1762",2014-11-07 06:09:14.033,176.27999997139
"613","acutec_QT250-M301_781d8d","1762",2014-11-07 06:12:10.313,176.262000083923
"614","acutec_QT250-M301_781d8d","1762",2014-11-07 06:15:08.622,176.279000043869
"615","acutec_QT250-M301_781d8d","1762",2014-11-07 06:18:06.950,176.31500005722
"616","acutec_QT250-M301_781d8d","1762",2014-11-07 06:21:03.265,176.293999910355
"617","acutec_QT250-M301_781d8d","1762",2014-11-07 06:24:01.595,176.257999897003
"618","acutec_QT250-M301_781d8d","1762",2014-11-07 06:26:59.898,176.266000032425
"619","acutec_QT250-M301_781d8d","1762",2014-11-07 06:29:56.164,178.365000009537
"620","acutec_QT250-M301_781d8d","1762",2014-11-07 06:32:54.529,176.269999980927
"621","acutec_QT250-M301_781d8d","1762",2014-11-07 06:35:52.848,176.258000135422
"622","acutec_QT250-M301_781d8d","1762",2014-11-07 06:38:49.107,178.387999773026
"623","acutec_QT250-M301_781d8d","1762",2014-11-07 06:41:47.494,176.31600022316
"624","acutec_QT250-M301_781d8d","1762",2014-11-07 06:44:45.858,176.27999997139
"625","acutec_QT250-M301_781d8d","1762",2014-11-07 06:47:44.186,176.283999919891
"626","acutec_QT250-M301_781d8d","1762",2014-11-07 06:50:40.470,176.256000041962
